"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean"
"6107",56481,"Polygon",555643521,"555643521",1,"Knoya - Supru","Knoya - Supru","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2019,0,0,25.5008,25.67424624,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PA-MDD","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6108",56484,"Polygon",555643570,"555643570",1,"Arroyo Negro","Arroyo Negro","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2019,0,0,26.04,1.571482426,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","Not Reported","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6109",57142,"Polygon",555555684,"555555684",1,"Bosque de Palmeras de la Comunidad Campesina Taulia Molinopampa","Bosque de Palmeras de la Comunidad Campesina Taulia Molinopampa","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,109.2084,109.7976247,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6111",57523,"Polygon",555577548,"555577548",1,"Bosques de Neblina y Páramos de Samanga","Bosques de Neblina y Páramos de Samanga","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,28.8803,29.07482766,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6112",57530,"Polygon",555577550,"555577550",1,"La Pampa del Burro","La Pampa del Burro","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,27.7696,27.90209698,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6113",57536,"Polygon",555577551,"555577551",1,"Paraíso Natural Iwirati","Paraíso Natural Iwirati","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2014,0,0,1,1.006819628,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-LOR","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6114",57687,"Polygon",555623633,"555623633",1,"Bosque Seco de Chililique Alto","Bosque Seco de Chililique Alto","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,2,2.014328186,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6115",58113,"Polygon",555643520,"555643520",1,"Páramos y Bosques Montanos, Paraíso de la Comunidad Campesina San Felipe","Páramos y Bosques Montanos, Paraíso de la Comunidad Campesina San Felipe","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2019,0,0,19.5775,19.70394159,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PA-SAM","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6116",60612,"Polygon",555623634,"555623634",1,"Bosque de Neblina Aypate - Olleros","Bosque de Neblina Aypate - Olleros","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,2.435,2.451694996,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6117",60867,"Polygon",555555627,"555555627",1,"Pacllón","Pacllon","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2005,0,0,128.965625,148.7967298,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-ANC","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6120",60892,"Polygon",555555635,"555555635",1,"Jirishanca","Jirishanca","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2007,0,0,121.7291,121.567027,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-HUC","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6121",60905,"Polygon",555555637,"555555637",1,"Uchumiri","Uchumiri","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2009,0,0,102.53,103.0755525,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-ARE","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6122",60907,"Polygon",555555642,"555555642",1,"Llamac","Llamac","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2009,0,0,60.3785,68.22759257,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-ANC","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6123",60910,"Polygon",555555638,"555555638",1,"Hatun Queuña-Quishuarani Ccollana","Hatun Queuña - Quishuarani Ccollana","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2009,0,0,2.3488,2.35890255,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CUS","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6124",60913,"Polygon",555555644,"555555644",1,"Choquechaca","Choquechaca","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,20.7654,20.8610172,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CUS","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6125",60919,"Polygon",555555645,"555555645",1,"Sele Tecse - Lares Ayllu","Sele Tecse-Lares Ayllu","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,9.7422,9.784318191,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CUS","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6126",60921,"Polygon",555555647,"555555647",1,"Tilacancha","Tilacancha","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,68.0048,68.34285338,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6127",60928,"Polygon",555555659,"555555659",1,"Qosqoccahuarina","Qosqoccahuarina","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,18.27,18.35371363,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CUS","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6128",60929,"Polygon",555555660,"555555660",1,"Hierba Buena - Allpayacu","Hierba Buena - Allpayacu","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,22.8212,22.93552009,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6129",60931,"Polygon",555623650,"555623650",1,"Ilish Pichacoto","Ilish Pichacoto","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2014,0,0,3.2926,3.315473982,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6130",60934,"Polygon",555623651,"555623651",1,"Lagunas y Páramos de Andinos de San José de Tapal","Lagunas y Páramos de Andinos de San José de Tapal","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,9.08,9.141046028,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6131",60936,"Polygon",555555663,"555555663",1,"San Marcos","San Marcos","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,9.8599,9.926964539,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-HUC","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6132",60937,"Polygon",555623636,"555623636",1,"Los Bosques de Overal y Palo Blanco","Los Bosques de Overal y Palo Blanco","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,35.2232,35.4630275,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6133",60938,"Polygon",555555664,"555555664",1,"Copallín","Copallín","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,115.4921,116.0771349,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6134",60941,"Polygon",555555672,"555555672",1,"Pillco Grande - Bosque de Pumataki","Pillco Grande- Bosque de Pumataki","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,2.7162,2.729251283,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CUS","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6135",60942,"Polygon",555623637,"555623637",1,"Ebio Kiabamene","Ebio Kiabamene","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,19.246752,19.379068,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-MDD","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6136",60946,"Polygon",555555674,"555555674",1,"Japu - Bosque Ukumari Llaqta","Japu - Bosque Ukumari Llaqta","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,186.9575,188.0068157,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CUS","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6137",60947,"Polygon",555555675,"555555675",1,"Microcuenca de Paria","Microcuenca de Paria","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,7.6734,7.718783201,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-ANC","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6138",60948,"Polygon",555623631,"555623631",1,"Bosques Montanos y Páramos de Huaricancha","Bosques Montanos y Páramos de Huaricancha","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,34.1687,34.39367871,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6139",60949,"Polygon",555623632,"555623632",1,"Yacila de Zamba","Yacila de Zamba","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,10,10.07103773,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6140",60950,"Polygon",555623652,"555623652",1,"Llamapampa - La Jalca","Llamapampa - La Jalca","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,175.0293,175.9172067,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE- JUN","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6141",60952,"Polygon",555623654,"555623654",1,"Bosque de Nogal y Bosque de Puentecilla","Bosque de Nogal y Bosque de Puentecilla","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,4.4926,4.523648873,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6142",60953,"Polygon",555623655,"555623655",1,"Bosques de Cuyas Cuchayo","Bosques de Cuyas Cuchayo","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,1.0265,1.033634389,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6143",60954,"Polygon",555623656,"555623656",1,"Ronsoco Cocha","Ronsoco Cocha","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,3.63683,3.658431457,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-SAM","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6144",60956,"Polygon",555623657,"555623657",1,"Siete Cataratas - Qanchis Paccha","Siete Cataratas - Qanchis Paccha","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,10.0851,10.128192,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CUS","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6145",60958,"Polygon",555623659,"555623659",1,"San Pedro de Chuquibamba","San Pedro de Chuquibamba","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,195.6,196.5468825,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6146",60963,"Polygon",555623663,"555623663",1,"Los Bosques de Dotor, Hualtacal, Pueblo Libre, La Jardina y Chorro Blanco","Los Bosques de Dotor, Hualcatal,Pueblo Libre, La Jardina y Chorro Blanco - Zona Baja","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,99.4473,100.1371497,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6147",60964,"Polygon",555623665,"555623665",1,"Bosque Seco de la Comunidad Campesina Cesar Vallejo de Palo Blanco","Bosque Seco de la Comunidad Campesina Cesar Vallejo de Palo Blanco","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,2,2.014347852,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6149",60972,"Polygon",555629226,"555629226",1,"Bosque Seco de Colina Juan Velasco Alvarado","Bosque Seco de Colina Juan Velasco Alvarado","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2017,0,0,24.1245,24.29629675,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6150",60976,"Polygon",555629231,"555629231",1,"Páramos y Bosques Montanos de la Comunidad Campesina San Juan de Sallique","Páramos y Bosques Montanos de la Comunidad Campesina San Juan de Sallique","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2017,0,0,35.4719,35.70163437,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CAJ","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6151",60978,"Polygon",555629234,"555629234",1,"Bosque Seco San Juan de los Guayaquiles","Bosque Seco San Juan de Los Guayaquiles","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2017,0,0,3.0484,3.069486503,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6152",60988,"Polygon",555638072,"555638072",1,"Comunal Cujillo","Comunal Cujillo","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2018,0,0,37.4028,37.61173316,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CAJ","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6153",60989,"Polygon",555638073,"555638073",1,"Monte Puyo ( Bosque de Nubes )","Monte Puyo ( Bosque de Nubes )","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2018,0,0,161.53,162.2782525,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6154",60991,"Polygon",555638075,"555638075",1,"Copal Cuilungo","Copal Cuilungo","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2018,0,0,25.7307,25.85716883,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6155",60992,"Polygon",555643519,"555643519",1,"Masheke","Masheke","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2019,0,0,3.6643,3.689439314,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PA-MDD","PER","PER",0,0,0,0,1,0,0,0,0,"local"
