"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean"
"3304",212276,"Polygon",478602,"478602",1,"Reserva Biológica Do Parazinho","Reserva Biológica Do Parazinho","Sub-national ministry or agency","Secretaria de Estado do Meio Ambiente do Amapá","Designated",1985,2.76,2.781029364,2.7624,2.781029364,"National","Ia","Biological Reserve","Not Applicable",2,"Not Reported",0,"Not Reported","BR-AP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3305",212277,"Polygon",555576395,"555576395",1,"Parque Natural Municipal Danziger Hof","Parque Natural Municipal Danziger Hof","Sub-national ministry or agency","Secretaria de Agricultura e Meio Ambiente de Cambé / PR","Designated",1995,0,0,0.0944096,0.09484694369,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-PR","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3306",212278,"Polygon",555576396,"555576396",1,"Reserva Particular Do Patrimônio Natural Poleiro Grande","Reserva Particular Do Patrimônio Natural Poleiro Grande","Sub-national ministry or agency","Instituto de Meio Ambiente do Mato Grosso do Sul","Designated",1998,0,0,165.402,166.3198262,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MS","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3307",212279,"Polygon",19480,"19480",1,"Área De Proteção Ambiental De Maricá","Área De Proteção Ambiental De Maricá","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",1984,1.12,0.1209920937,9.69246,9.737947864,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3308",212283,"Polygon",555576399,"555576399",1,"Parque Natural Municipal Pedra Dos Olhos","Parque Natural Municipal Pedra Dos Olhos","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES","Designated",2003,0,0,0.279684,0.2811170854,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-ES","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3310",212286,"Polygon",555576400,"555576400",1,"Parque Natural Municipal Da Biquinha","Parque Natural Municipal Da Biquinha","Sub-national ministry or agency","Prefeitura Municipal de Padre Paraíso - MG","Designated",2012,0,0,0.205877,0.2070265188,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3311",212287,"Polygon",352128,"352128",1,"Área De Proteção Ambiental Da Região Do Maracanã","Área De Proteção Ambiental Da Região Do Maracanã","Sub-national ministry or agency","Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão","Designated",1991,0,0,21.9016,22.04878509,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3312",212290,"Polygon",555576397,"555576397",1,"Reserva Particular Do Patrimônio Natural Refúgio Do Guigó I E Ii","Reserva Particular Do Patrimônio Natural Refúgio Do Guigó I E Ii","Sub-national ministry or agency","Secretaria do Meio Ambiente da Bahia","Designated",2010,0,0,0.925817,0.9312111934,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3313",212292,"Polygon",555636557,"555636557",1,"Reserva Particular Do Patrimônio Natural Santa Ana Ii","Reserva Particular Do Patrimônio Natural Santa Ana Ii","Sub-national ministry or agency","Secretaria do Meio Ambiente da Bahia","Designated",2016,0,0,0.0998085,0.1003994486,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3314",212293,"Polygon",555576398,"555576398",1,"Parque Natural Municipal Da Serra De São Domingos","Parque Natural Municipal Da Serra De São Domingos","Sub-national ministry or agency","Departamento de Meio Ambiente de Poços de Caldas - MG","Designated",1988,0,0,2.49062,2.502790418,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3316",212303,"Polygon",555600251,"555600251",1,"Área De Relevante Interesse Ecológico Corredor Ecológico Lagoa Encantada / Serra Do Conduru","Área De Relevante Interesse Ecológico Corredor Ecológico Lagoa Encantada / Serra Do Conduru","Sub-national ministry or agency","Prefeitura Municipal de Ilhéus - BA","Designated",2009,0,0,105.783,106.4046537,"National","IV","Area of Relevant Ecological Interest","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3317",212304,"Polygon",555600091,"555600091",1,"Reserva Particular Do Patrimônio Natural Ecocerrado Brasil","Reserva Particular Do Patrimônio Natural Ecocerrado Brasil","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2009,0,0,0.393794,0.3958513311,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3318",212305,"Polygon",5125,"5125",1,"Parque Estadual Serra Das Araras","Parque Estadual Serra Das Araras","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",1998,0,0,135.532,136.3171553,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3319",212306,"Polygon",555576405,"555576405",1,"Area De Relevante Interesse Ecologico Museu Parque Seringal","Area De Relevante Interesse Ecologico Museu Parque Seringal","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente de Ananindeua - PA","Designated",2012,0,0,0.0123438,0.01242695683,"National","IV","Area of Relevant Ecological Interest","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-PA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3320",212307,"Polygon",478593,"478593",1,"Refúgio De Vida Silvestre Das Ilhas Do Abrigo E Guararitama","Refúgio De Vida Silvestre Das Ilhas Do Abrigo E Guararitama","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",2013,4.7,4.67968614,4.80858,4.829952267,"National","III","Wildlife Refuge","Not Applicable",2,"Not Reported",0,"Not Reported","BR-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3322",212309,"Polygon",555576406,"555576406",1,"Area De Proteção Ambiental Municipal Serra Do Sambê","Area De Proteção Ambiental Municipal Serra Do Sambê","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente de Rio Bonito - RJ","Designated",2010,0,0,31.5193,31.66867562,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3323",212310,"Polygon",478577,"478577",1,"Refúgio Estadual De Vida Silvestre Mata Dos Muriquis","Refúgio Estadual De Vida Silvestre Mata Dos Muriquis","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2008,0,0,26.9301,27.0827492,"National","III","Wildlife Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3324",212311,"Polygon",555636553,"555636553",1,"Estação Ecológica Municipal Do Pirajibu","Estação Ecológica Municipal Do Pirajibu","Sub-national ministry or agency","Secretaria do Meio Ambiente, Parques e Jardins - Prefeitura de Sorocaba - SP","Designated",2015,0,0,0.467549,0.4697074009,"National","Ia","Ecological Station","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3325",212317,"Polygon",555636552,"555636552",1,"Refúgio De Vida Silvestre Lago Mole","Refúgio De Vida Silvestre Lago Mole","Sub-national ministry or agency","Prefeitura Municipal de Juruti - PA","Designated",2016,0,0,6.52947,6.573394083,"National","III","Wildlife Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-PA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3326",212318,"Polygon",555576413,"555576413",1,"Parque Natural Municipal Salão De Pedras","Parque Natural Municipal Salão De Pedras","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente - Conceição do Mato Dentro - MG","Designated",1999,0,0,8.57737,8.622915157,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3327",212320,"Polygon",555576409,"555576409",1,"Rds Barreiro Anhemas","Rds Barreiro Anhemas","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",2008,0,0,32.687,32.8295947,"National","VI","Sustainable Development Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3330",212323,"Polygon",555636550,"555636550",1,"Reserva Particular Do Patrimônio Natural Dutra Pimenta","Reserva Particular Do Patrimônio Natural Dutra Pimenta","Sub-national ministry or agency","Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo","Designated",2016,0,0,0.13898,0.1396969352,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-ES","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3331",212325,"Polygon",555636551,"555636551",1,"Reserva Particular Do Patrimônio Natural Arco Verde","Reserva Particular Do Patrimônio Natural Arco Verde","Sub-national ministry or agency","Secretaria do Meio Ambiente da Bahia","Designated",2016,0,0,1.53045,1.539665003,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3332",212327,"Polygon",555576411,"555576411",1,"Reserva Particular Do Patrimônio Natural Rancho Chapadao Ii","Reserva Particular Do Patrimônio Natural Rancho Chapadao Ii","Sub-national ministry or agency","Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo","Designated",2011,0,0,0.215362,0.2164716721,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-ES","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3333",212328,"Polygon",555576412,"555576412",1,"Parque Natural Municipal De Sertão","Parque Natural Municipal De Sertão","Sub-national ministry or agency","Secretaria Municipal de Agricultura, Pecuária e Meio Ambiente de Sertão - RS","Designated",1998,0,0,6.14156,6.164659391,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RS","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3334",212330,"Polygon",478581,"478581",1,"Estação Ecológica Do Cercadinho","Estação Ecológica Do Cercadinho","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2006,0,0,2.25011,2.261746437,"National","Ia","Ecological Station","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3335",212333,"Polygon",16083,"16083",1,"Reserva Biológica Do Ibirapuitã","Reserva Biológica Do Ibirapuitã","Sub-national ministry or agency","Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS","Designated",1976,0,0,3.51599,3.527901666,"National","Ia","Biological Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RS","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3336",212334,"Polygon",4903,"4903",1,"Parque Estadual Do Jaraguá","Parque Estadual Do Jaraguá","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",1961,0,0,4.91665,4.939297367,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3338",212338,"Polygon",352049,"352049",1,"Parque Estadual Rio Preto","Parque Estadual Rio Preto","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",1994,0,0,121.849,122.5111577,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3339",212339,"Polygon",555600012,"555600012",1,"Reserva Particular Do Patrimônio Natural Canto Dos Pássaros","Reserva Particular Do Patrimônio Natural Canto Dos Pássaros","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",2013,0,0,0.2805489922,0.2818990529,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3340",212340,"Polygon",555576418,"555576418",1,"Rppn Toca Da Paca","Rppn Toca Da Paca","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",2008,0,0,1.87354,1.882801855,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3341",212341,"Polygon",555636547,"555636547",1,"Parque Natural Municipal De Itaperuna","Parque Natural Municipal De Itaperuna","Sub-national ministry or agency","Secretaria Municipal do Ambiente de Itaperuna - RJ","Designated",2014,0,0,0.135539,0.1362145232,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3342",212343,"Polygon",555576422,"555576422",1,"Reserva Particular Do Patrimônio Natural Fazenda Loanda","Reserva Particular Do Patrimônio Natural Fazenda Loanda","Sub-national ministry or agency","Secretaria de Estado do Meio Ambiente de Mato Grosso","Designated",2011,0,0,5.14649,5.17761037,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MT","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3344",212346,"Polygon",555636544,"555636544",1,"Refugio De Vida Silvestre Do Chaua","Refugio De Vida Silvestre Do Chaua","Sub-national ministry or agency","Prefeitura Municipal de Cambuci - RJ","Designated",2013,0,0,44.3348,44.55359481,"National","III","Wildlife Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3345",212347,"Polygon",478591,"478591",1,"Parque Estadual Do Prelado","Parque Estadual Do Prelado","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",2013,0,0.0002345783168,18.2722,18.35281248,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3347",212350,"Polygon",555576427,"555576427",1,"Reserva Particular Do Patrimônio Natural Carpi","Reserva Particular Do Patrimônio Natural Carpi","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",2010,0,0,0.0820323,0.08242618696,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3348",212351,"Polygon",555682072,"555682072",1,"Refúgio De Vida Silvestre Estadual Do Médio Paraíba","Refúgio De Vida Silvestre Estadual Do Médio Paraíba","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",2016,0,0,111.371,111.9055431,"National","III","Wildlife Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3349",212353,"Polygon",555636645,"555636645",1,"Parque Natural Municipal Serra De São Miguel","Parque Natural Municipal Serra De São Miguel","Sub-national ministry or agency","Fundação Municipal de Meio Ambiente de Biguaçu - SC","Designated",2017,0,0,12.2567,12.30426933,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-SC","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3350",212355,"Polygon",555576151,"555576151",1,"Reserva Particular Do Patrimônio Natural Sítio Da Luz","Reserva Particular Do Patrimônio Natural Sítio Da Luz","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",2009,0,0,0.1426169968,0.1433020818,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3351",212356,"Polygon",555576489,"555576489",1,"Reserva Particular Do Patrimônio Natural Sítio Da Luz","Reserva Particular Do Patrimônio Natural Sítio Da Luz","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",2011,0,0,0.4113249969,0.4132913307,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3352",212358,"Polygon",352172,"352172",1,"Reserva Extrativista Piquiá","Reserva Extrativista Piquiá","Sub-national ministry or agency","Secretaria de Estado do Desenvolvimento Ambiental de Rondônia","Designated",1995,0,0,14.4978,14.5900533,"National","VI","Extractive Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RO","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3354",212360,"Polygon",555600100,"555600100",1,"Monumento Natural Municipal Gruta Nossa Senhora Da Lapa","Monumento Natural Municipal Gruta Nossa Senhora Da Lapa","Sub-national ministry or agency","Secretaria de Meio Ambiente do Município de Ouro Preto / MG","Designated",2011,0,0,0.203866,0.2049104074,"National","III","Natural Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3355",212362,"Polygon",555600316,"555600316",1,"Reserva Particular Do Patrimônio Natural Duas Pedras","Reserva Particular Do Patrimônio Natural Duas Pedras","Sub-national ministry or agency","Instituto de Meio Ambiente do Mato Grosso do Sul","Designated",2008,0,0,1.52845993,1.536425727,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-MS","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3356",212363,"Polygon",555576302,"555576302",1,"Reserva Particular Do Patrimônio Natural Duas Pedras","Reserva Particular Do Patrimônio Natural Duas Pedras","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",2010,0,0,0.01510669947,0.01517927998,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3357",212367,"Polygon",555600124,"555600124",1,"Monumento Natural Municipal Da Galheta","Monumento Natural Municipal Da Galheta","Sub-national ministry or agency","Prefeitura Municipal de Florianópolis - SC","Designated",2014,0.24,0.2878972853,2.5302,2.539946749,"National","III","Natural Monument","Not Applicable",1,"Not Reported",0,"Not Reported","BR-SC","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3358",212368,"Polygon",555682073,"555682073",1,"Reserva Particular Do Patrimônio Natural Alto Rio Grande","Reserva Particular Do Patrimônio Natural Alto Rio Grande","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2008,0,0,0.328226,0.3298056379,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3359",212370,"Polygon",352188,"352188",1,"Área De Proteção Ambiental Das Dunas Do Litoral Oeste","Área De Proteção Ambiental Das Dunas Do Litoral Oeste","Sub-national ministry or agency","Secretaria do Meio Ambiente do Ceará","Designated",1998,0,6.360668035,90.2225,90.82719774,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BR-CE","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3360",212371,"Polygon",555682066,"555682066",1,"Area De Protecao Ambiental Da Bacia Do Corrego Capao Grande","Area De Protecao Ambiental Da Bacia Do Corrego Capao Grande","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente de Nova Aurora - GO","Designated",2018,0,0,8.00368,8.047298891,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-GO","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3361",212373,"Polygon",555682078,"555682078",1,"Reserva Particular Do Patrimônio Natural Reserva Lendas Do Coió","Reserva Particular Do Patrimônio Natural Reserva Lendas Do Coió","Sub-national ministry or agency","Secretaria do Meio Ambiente da Bahia","Designated",2018,0,0,0.271928,0.2736267205,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3362",212374,"Polygon",555682079,"555682079",1,"Apa Do Banhado","Apa Do Banhado","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",2002,0,0,31.2141,31.35929696,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3363",212376,"Polygon",555682067,"555682067",1,"Parque Distrital Salto Do Tororó","Parque Distrital Salto Do Tororó","Sub-national ministry or agency","Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF","Designated",2015,0,0,0.611168,0.6146647445,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-DF","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3364",212377,"Polygon",555682068,"555682068",1,"Àrea De Proteção Ambiental De Tinguá","Àrea De Proteção Ambiental De Tinguá","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ","Designated",2004,0,0,53.314,53.56698233,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3366",212381,"Polygon",555682074,"555682074",1,"Refúgio De Vida Silvestre Palmares - Rvs Palmares","Refúgio De Vida Silvestre Palmares - Rvs Palmares","Sub-national ministry or agency","Prefeitura Municipal de Paty do Alferes - RJ","Designated",2018,0,0,2.04298,2.052738996,"National","III","Wildlife Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3367",212382,"Polygon",555682075,"555682075",1,"Parque Natural Municipal De Niterói","Parque Natural Municipal De Niterói","Sub-national ministry or agency","Secretaria de Meio Ambiente, Recursos Hídricos e Sustentabilidade de Niterói - RJ","Designated",2014,0,0.1961053874,9.18611,9.229259223,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3368",212383,"Polygon",555682076,"555682076",1,"Reserva Particular Do Patrimônio Natural Alto Sereno","Reserva Particular Do Patrimônio Natural Alto Sereno","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2015,0,0,0.217042,0.2181090647,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3369",212385,"Polygon",555682080,"555682080",1,"Reserva Particular Do Patrimônio Natural Limoeiro","Reserva Particular Do Patrimônio Natural Limoeiro","Sub-national ministry or agency","Secretaria do Meio Ambiente da Bahia","Designated",2017,0,0,4.75016,4.779368636,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3371",212387,"Polygon",555682087,"555682087",1,"Área De Preservação Ambiental Do Córrego Da Lagoa","Área De Preservação Ambiental Do Córrego Da Lagoa","Sub-national ministry or agency","Prefeitura Municipal de Ouvidor - GO","Designated",2017,0,0,18.0658,18.16383592,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-GO","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3372",212388,"Polygon",555682088,"555682088",1,"Monumento Natural Sítio Cana Brava","Monumento Natural Sítio Cana Brava","Sub-national ministry or agency","Secretaria do Meio Ambiente do Ceará","Designated",2006,0,0,0.178161,0.1793261246,"National","III","Natural Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-CE","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3373",212389,"Polygon",555682089,"555682089",1,"Parque Estadual De Mata Das Flores","Parque Estadual De Mata Das Flores","Sub-national ministry or agency","Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo","Designated",1992,0,0,8.29497,8.337058013,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-ES","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3374",212390,"Polygon",555682148,"555682148",1,"Reserva Particular Do Patrimônio Natural Alto Do Palacio","Reserva Particular Do Patrimônio Natural Alto Do Palacio","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2006,0,0,2.80527,2.820051833,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3375",212391,"Polygon",555682082,"555682082",1,"Área De Proteção Ambiental Torre De Pedra","Área De Proteção Ambiental Torre De Pedra","Sub-national ministry or agency","Secretaria Municipal de Educação, Cultura e Meio Ambiente de Marzagão - GO","Designated",2019,0,0,15.902,15.98878783,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-GO","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3376",212392,"Polygon",555682149,"555682149",1,"Reserva Particular Do Patrimônio Natural Sítio Das Pedras","Reserva Particular Do Patrimônio Natural Sítio Das Pedras","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",2019,0,0,0.0189617,0.0190499911,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3377",212393,"Polygon",555682083,"555682083",1,"Área De Proteção Ambiental - Apa Da Perdição","Área De Proteção Ambiental - Apa Da Perdição","Sub-national ministry or agency","Prefeitura Municipal de Porciúncula - RJ","Designated",2013,0,0,61.3119,61.61939567,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3378",212394,"Polygon",555682084,"555682084",1,"Reserva Particular Do Patrimônio Natural Estadual Barba","Reserva Particular Do Patrimônio Natural Estadual Barba","Sub-national ministry or agency","Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS","Designated",2010,0,3.040221471,23.8141,23.89251473,"National","IV","Natural Heritage Private Reserve","Not Applicable",1,"Not Reported",0,"Not Reported","BRA-RS","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
